fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_encoded
0.24664715260278372,0.0034409216535753067,0.40453266367705576,3.2221470794951697,0.2985257355628233,0.7034129335670736,0.7955375200234833,2.649109784542192,-1.3550633555608462,-0.3178881330877807,-1.4767616731055937,2
-0.6406425782071269,0.3636917763622168,0.18625805792514,-0.896908022418689,0.7124075831527239,-1.3036693159480668,-0.11072204122859067,0.10789288236769413,0.7861890186585069,0.08881564441890542,-0.89422944479517,2
1.6409595867326425,0.12352453988978936,0.8410818751808886,0.24607585402861232,0.815878045050199,-0.26775589684347817,-0.9454347950133957,0.5072269669951175,0.5006887020959261,-0.4195640774644524,-0.39491610624337786,2
0.5001585042627583,-0.4768935512912805,-0.03201654782677642,0.59112759031459,1.6436417402299994,0.8329021109551472,1.1771204931822514,0.6887424600076046,0.0010631481114111645,-0.8262678549711385,-0.5613538857606414,2
-0.7673982540371136,0.6038590128346448,-1.778213393842106,0.2676415875464858,0.2985257355628233,-0.26775589684347817,-0.015326297938898668,0.43462076979013875,-0.07031193102923246,-0.11453624433443792,-0.8110105550365382,2
1.6409595867326425,-0.5969771695274946,1.1684937838087626,-0.9184737559365626,0.19505527366534817,-0.39724507423155175,-0.18226884869585966,0.035286685162715395,0.21518838553334838,-0.3178881330877807,0.354053901584311,2
1.6409595867326425,0.0034409216535753067,0.9502191780568462,-0.9292566226954992,-0.943119807206877,-1.497903082030177,-1.7562986129757776,-1.0538062729120865,-1.42643843470149,0.8005472550556072,1.1862427991706317,2
2.2747379658825784,-0.4768935512912805,0.8410818751808886,-0.3361989509539751,-0.7361788834119267,-1.1094355498659563,-0.6592475651443197,0.36201457258516,-0.3558122475918133,0.4955194219255921,-0.7277916652779064,2
1.387448235072669,-1.0773116424723503,0.513669966553014,-0.9831709564901833,-0.21882657392455168,-1.174180138559993,-1.4701113831067016,-0.6181690896821739,-0.07031193102923246,1.5122788656923078,0.18761612206704747,2
-0.2603755507171655,-1.3174788789447782,0.8410818751808886,-0.9184737559365626,0.19505527366534817,0.897646699649184,0.15161625281806232,-0.908593878502129,2.499190918033992,0.39384347754892046,1.5191183582051602,0
1.8944709383926182,1.804695195196784,-0.03201654782677642,2.9094439434860027,-0.21882657392455168,0.44443457879092646,0.8432353916683293,2.358684995722277,-1.4978135138421367,1.9189826431989945,-0.7277916652779064,2
-0.2603755507171655,-1.197395260708564,0.6228072694289721,-0.9184737559365626,-1.046590269104352,-0.39724507423155175,-0.5877007576770507,-0.8359876812971503,0.42931362295528247,0.6988713106789355,0.6869294606188395,0
